model	plddt_full	plddt_h1	plddt_h2	plddt_h3	plddt_l1	plddt_l2	plddt_l3	pdb
7n4j_unrelaxed_rank_019_alphafold2_multimer_v3_model_5_seed_004	93.048	88.618	86.509	70.637	91.792	94.373	90.103	7n4j
7n4j_unrelaxed_rank_016_alphafold2_multimer_v3_model_5_seed_002	93.233	89.344	89.947	69.747	91.61	94.333	90.796	7n4j
7n4j_unrelaxed_rank_009_alphafold2_multimer_v3_model_1_seed_003	93.402	88.419	87.0	73.861	93.632	95.29	90.9	7n4j
7n4j_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_002	93.519	87.624	85.556	73.936	93.856	95.313	90.687	7n4j
7n4j_unrelaxed_rank_011_alphafold2_multimer_v3_model_1_seed_001	92.832	86.613	85.216	71.576	93.167	94.96	90.833	7n4j
7n4j_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_003	93.724	88.888	87.447	74.797	93.938	95.56	90.803	7n4j
7n4j_unrelaxed_rank_022_alphafold2_multimer_v3_model_2_seed_000	93.017	88.368	83.669	72.842	93.667	95.06	90.75	7n4j
7n4j_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_002	93.516	88.319	86.071	74.157	93.784	95.563	90.964	7n4j
7n4j_unrelaxed_rank_020_alphafold2_multimer_v3_model_3_seed_001	93.422	89.843	88.169	72.667	92.18	94.44	91.078	7n4j
7n4j_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_000	93.012	88.369	85.757	69.51	91.971	93.607	90.803	7n4j
7n4j_unrelaxed_rank_014_alphafold2_multimer_v3_model_3_seed_000	93.36	89.143	87.224	71.62	92.541	94.457	91.161	7n4j
7n4j_unrelaxed_rank_025_alphafold2_multimer_v3_model_2_seed_002	92.284	83.993	81.32	72.293	88.93	94.563	90.636	7n4j
7n4j_unrelaxed_rank_013_alphafold2_multimer_v3_model_1_seed_004	93.114	88.694	85.099	72.367	92.951	94.96	90.666	7n4j
7n4j_unrelaxed_rank_018_alphafold2_multimer_v3_model_5_seed_001	93.204	89.437	90.92	69.221	92.082	94.187	90.843	7n4j
7n4j_unrelaxed_rank_012_alphafold2_multimer_v3_model_3_seed_003	93.882	89.893	88.546	75.381	93.904	95.083	91.25	7n4j
7n4j_unrelaxed_rank_023_alphafold2_multimer_v3_model_2_seed_004	92.652	87.806	81.146	70.913	93.348	94.643	90.457	7n4j
7n4j_unrelaxed_rank_017_alphafold2_multimer_v3_model_5_seed_003	93.108	89.4	90.233	69.777	91.972	94.143	89.16	7n4j
7np1_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_004	92.008	88.664	88.857	57.005	90.782	91.023	78.144	7np1
7np1_unrelaxed_rank_021_alphafold2_multimer_v3_model_2_seed_001	94.014	91.835	91.449	73.048	93.117	93.853	84.531	7np1
7np1_unrelaxed_rank_008_alphafold2_multimer_v3_model_3_seed_003	93.823	90.468	89.973	67.559	92.605	92.96	85.013	7np1
7np1_unrelaxed_rank_015_alphafold2_multimer_v3_model_2_seed_003	94.261	92.791	91.964	74.753	93.032	94.083	83.7	7np1
7np1_unrelaxed_rank_010_alphafold2_multimer_v3_model_5_seed_001	93.782	90.469	90.059	67.093	92.188	92.48	84.875	7np1
7np1_unrelaxed_rank_007_alphafold2_multimer_v3_model_5_seed_004	94.115	90.913	90.517	68.461	92.657	92.727	85.996	7np1
7np1_unrelaxed_rank_013_alphafold2_multimer_v3_model_5_seed_003	93.884	90.396	90.207	68.479	92.325	92.727	84.744	7np1
7np1_unrelaxed_rank_019_alphafold2_multimer_v3_model_4_seed_000	93.837	91.04	90.267	70.28	92.635	92.937	83.832	7np1
7np1_unrelaxed_rank_006_alphafold2_multimer_v3_model_1_seed_002	94.212	91.931	91.071	74.243	93.228	93.897	84.76	7np1
7np1_unrelaxed_rank_016_alphafold2_multimer_v3_model_3_seed_002	93.788	90.6	90.286	67.618	92.405	92.5	85.394	7np1
7np1_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_003	94.451	91.908	91.447	74.94	93.397	94.19	84.713	7np1
7np1_unrelaxed_rank_022_alphafold2_multimer_v3_model_2_seed_000	93.999	92.429	91.634	73.474	92.99	93.877	83.688	7np1
7np1_unrelaxed_rank_009_alphafold2_multimer_v3_model_4_seed_004	94.336	91.725	91.224	73.595	93.105	93.52	85.156	7np1
7np1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_004	94.683	92.256	91.866	75.875	94.032	94.54	86.682	7np1
7np1_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_001	91.732	88.695	88.33	56.961	89.822	90.813	76.694	7np1
7np1_unrelaxed_rank_014_alphafold2_multimer_v3_model_2_seed_002	94.197	92.319	91.616	73.778	93.333	94.04	84.863	7np1
7np1_unrelaxed_rank_020_alphafold2_multimer_v3_model_4_seed_002	93.888	90.766	90.366	71.397	92.822	93.207	84.525	7np1
7np1_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_001	94.301	91.516	91.26	74.599	93.417	94.15	84.882	7np1
7np1_unrelaxed_rank_011_alphafold2_multimer_v3_model_4_seed_001	94.049	91.07	90.706	71.301	93.073	93.397	85.144	7np1
7np1_unrelaxed_rank_012_alphafold2_multimer_v3_model_4_seed_003	94.146	91.335	90.741	72.555	92.873	93.417	84.449	7np1
7np1_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000	94.391	91.875	91.017	70.778	93.625	93.587	87.069	7np1
7np1_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000	94.452	92.14	91.42	75.007	93.28	94.107	84.799	7np1
7np1_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_000	92.427	88.632	89.623	57.027	91.365	91.333	83.525	7np1
7np1_unrelaxed_rank_018_alphafold2_multimer_v3_model_2_seed_004	94.164	92.196	91.659	73.329	93.26	94.02	84.787	7np1
7np1_unrelaxed_rank_017_alphafold2_multimer_v3_model_5_seed_002	93.677	90.438	90.133	66.923	92.125	92.46	84.675	7np1
7nx3_unrelaxed_rank_014_alphafold2_multimer_v3_model_3_seed_004	95.508	94.89	95.688	75.44	93.099	94.29	93.373	7nx3
7nx3_unrelaxed_rank_013_alphafold2_multimer_v3_model_1_seed_001	94.384	94.142	92.938	71.343	92.556	96.21	89.68	7nx3
7nx3_unrelaxed_rank_009_alphafold2_multimer_v3_model_5_seed_002	95.466	94.835	95.735	75.168	93.063	94.377	93.076	7nx3
7nx3_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000	95.216	94.585	95.164	73.209	93.474	94.73	92.778	7nx3
7nx3_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_002	95.333	94.789	95.189	75.425	93.175	94.583	93.276	7nx3
7nx3_unrelaxed_rank_011_alphafold2_multimer_v3_model_3_seed_000	95.442	94.586	95.469	75.167	93.05	94.15	93.28	7nx3
7nx3_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_003	95.672	95.281	95.679	78.038	93.963	95.567	93.951	7nx3
7nx3_unrelaxed_rank_025_alphafold2_multimer_v3_model_5_seed_001	88.641	87.328	87.768	57.616	80.48	85.143	68.401	7nx3
7nx3_unrelaxed_rank_020_alphafold2_multimer_v3_model_2_seed_001	95.253	95.093	95.765	74.844	93.362	94.767	92.951	7nx3
7nx3_unrelaxed_rank_018_alphafold2_multimer_v3_model_2_seed_002	95.375	94.889	95.501	75.964	93.612	95.187	93.34	7nx3
7nx3_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_004	95.3	95.194	95.662	75.357	93.538	95.0	93.159	7nx3
7nx3_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_003	95.681	95.009	95.586	76.655	93.458	94.937	93.479	7nx3
7nx3_unrelaxed_rank_012_alphafold2_multimer_v3_model_3_seed_003	95.459	94.564	95.506	75.555	93.169	94.21	93.5	7nx3
7nx3_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_004	95.364	95.204	95.446	75.433	93.331	94.543	93.096	7nx3
7nx3_unrelaxed_rank_023_alphafold2_multimer_v3_model_4_seed_001	95.699	95.836	95.695	78.635	94.756	95.27	93.708	7nx3
7nx3_unrelaxed_rank_008_alphafold2_multimer_v3_model_5_seed_004	95.529	95.281	95.937	75.264	92.957	94.333	93.148	7nx3
7nx3_unrelaxed_rank_007_alphafold2_multimer_v3_model_5_seed_000	95.503	94.663	95.368	75.302	93.099	94.457	93.0	7nx3
7nx3_unrelaxed_rank_015_alphafold2_multimer_v3_model_3_seed_002	95.441	94.648	95.619	75.031	93.137	94.147	93.396	7nx3
7nx3_unrelaxed_rank_021_alphafold2_multimer_v3_model_4_seed_000	95.188	94.482	94.555	73.799	93.318	94.393	92.971	7nx3
7nx3_unrelaxed_rank_024_alphafold2_multimer_v3_model_4_seed_002	88.941	86.586	86.023	57.301	83.921	85.313	78.329	7nx3
7nx3_unrelaxed_rank_010_alphafold2_multimer_v3_model_2_seed_000	95.387	95.22	95.811	75.226	93.824	95.003	93.674	7nx3
7nx3_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_001	95.354	94.749	95.717	74.628	92.906	94.127	93.144	7nx3
7nx3_unrelaxed_rank_016_alphafold2_multimer_v3_model_4_seed_003	95.635	95.272	95.806	77.736	94.007	94.937	94.161	7nx3
7nx3_unrelaxed_rank_006_alphafold2_multimer_v3_model_1_seed_003	95.391	95.046	95.359	76.636	93.412	94.647	93.382	7nx3
7nx3_unrelaxed_rank_022_alphafold2_multimer_v3_model_4_seed_004	95.056	94.254	94.807	72.413	93.256	94.23	92.937	7nx3
7phu_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_001	94.952	94.686	95.499	74.379	94.063	95.0	91.203	7phu
7phu_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_004	94.501	93.796	95.774	75.394	93.71	94.563	89.057	7phu
7phu_unrelaxed_rank_012_alphafold2_multimer_v3_model_5_seed_002	94.451	94.101	95.484	73.521	92.813	94.31	89.226	7phu
7phu_unrelaxed_rank_018_alphafold2_multimer_v3_model_4_seed_001	94.345	94.156	95.323	73.52	93.52	93.663	88.517	7phu
7phu_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_001	93.974	93.266	94.351	73.784	91.488	94.123	88.052	7phu
7phu_unrelaxed_rank_011_alphafold2_multimer_v3_model_5_seed_003	94.266	93.964	95.454	72.854	91.813	93.79	88.648	7phu
7phu_unrelaxed_rank_009_alphafold2_multimer_v3_model_2_seed_003	94.621	93.476	95.54	74.764	93.542	94.79	89.789	7phu
7phu_unrelaxed_rank_020_alphafold2_multimer_v3_model_3_seed_000	94.023	92.056	93.78	72.61	93.093	94.313	89.033	7phu
7phu_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000	94.919	94.469	95.352	74.558	94.218	94.92	91.115	7phu
7phu_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_002	95.017	94.774	95.836	73.859	94.492	95.083	91.553	7phu
7phu_unrelaxed_rank_025_alphafold2_multimer_v3_model_4_seed_004	94.441	94.169	95.562	75.664	93.292	93.957	89.148	7phu
7phu_unrelaxed_rank_014_alphafold2_multimer_v3_model_4_seed_000	94.609	93.83	95.142	74.222	94.228	94.27	90.803	7phu
7phu_unrelaxed_rank_006_alphafold2_multimer_v3_model_2_seed_000	94.676	93.86	95.501	73.538	94.21	94.877	89.789	7phu
7phu_unrelaxed_rank_013_alphafold2_multimer_v3_model_5_seed_001	94.375	94.186	95.469	73.622	92.502	94.147	89.245	7phu
7phu_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_002	94.108	93.15	94.484	73.165	92.573	94.273	89.204	7phu
7phu_unrelaxed_rank_019_alphafold2_multimer_v3_model_4_seed_002	94.52	94.165	95.384	74.864	94.198	94.23	89.785	7phu
7phu_unrelaxed_rank_016_alphafold2_multimer_v3_model_4_seed_003	94.598	94.157	95.4	74.809	94.263	94.23	90.469	7phu
7phu_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_003	94.955	94.5	95.415	75.134	94.24	94.813	91.295	7phu
7phu_unrelaxed_rank_007_alphafold2_multimer_v3_model_2_seed_001	94.865	94.689	96.0	75.395	94.238	95.187	90.79	7phu
7phu_unrelaxed_rank_015_alphafold2_multimer_v3_model_5_seed_004	94.219	93.631	94.592	72.25	93.252	94.143	88.143	7phu
7phu_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_004	94.002	93.092	94.133	73.554	92.573	94.107	88.614	7phu
7phu_unrelaxed_rank_008_alphafold2_multimer_v3_model_5_seed_000	94.428	93.959	95.156	73.156	92.773	94.107	89.296	7phu
7phu_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_004	94.789	94.5	95.351	75.526	93.365	94.873	90.904	7phu
7phu_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_003	94.069	92.86	94.049	73.471	92.647	94.273	88.966	7phu
7phu_unrelaxed_rank_010_alphafold2_multimer_v3_model_2_seed_002	94.647	94.578	95.649	74.14	94.187	94.77	89.972	7phu
7phw_unrelaxed_rank_018_alphafold2_multimer_v3_model_4_seed_002	92.796	92.961	89.641	73.15	86.655	91.56	74.19	7phw
7phw_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000	93.44	93.656	90.164	73.623	89.86	93.71	79.777	7phw
7phw_unrelaxed_rank_007_alphafold2_multimer_v3_model_1_seed_001	93.102	93.546	90.039	72.662	89.222	93.123	77.772	7phw
7phw_unrelaxed_rank_017_alphafold2_multimer_v3_model_3_seed_000	93.134	93.631	90.016	75.308	88.56	93.207	74.604	7phw
7phw_unrelaxed_rank_023_alphafold2_multimer_v3_model_2_seed_001	92.637	93.779	89.923	71.502	89.062	93.083	75.907	7phw
7phw_unrelaxed_rank_012_alphafold2_multimer_v3_model_4_seed_003	92.845	92.376	89.509	73.306	88.42	92.937	74.19	7phw
7phw_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_002	93.162	93.53	90.031	74.052	88.905	93.503	76.85	7phw
7phw_unrelaxed_rank_014_alphafold2_multimer_v3_model_4_seed_000	92.971	92.874	89.249	70.548	89.045	91.997	78.964	7phw
7phw_unrelaxed_rank_020_alphafold2_multimer_v3_model_2_seed_000	92.976	93.875	89.993	73.366	89.28	93.543	76.901	7phw
7phw_unrelaxed_rank_011_alphafold2_multimer_v3_model_2_seed_003	93.354	94.429	90.555	76.176	89.405	94.067	75.931	7phw
7phw_unrelaxed_rank_009_alphafold2_multimer_v3_model_3_seed_004	93.38	93.866	90.213	75.867	89.423	93.77	74.812	7phw
7phw_unrelaxed_rank_006_alphafold2_multimer_v3_model_5_seed_004	93.365	93.094	89.805	72.501	90.0	92.54	81.137	7phw
7phw_unrelaxed_rank_025_alphafold2_multimer_v3_model_2_seed_004	92.542	93.429	89.764	70.423	88.938	92.707	75.833	7phw
7phw_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_003	93.239	93.609	90.101	73.581	89.06	93.52	77.478	7phw
7phw_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_002	94.36	93.992	91.023	77.728	91.688	93.877	85.05	7phw
7phw_unrelaxed_rank_016_alphafold2_multimer_v3_model_5_seed_000	92.569	93.259	89.321	72.605	86.83	92.27	71.95	7phw
7phw_unrelaxed_rank_013_alphafold2_multimer_v3_model_2_seed_002	93.287	94.421	90.829	76.0	89.238	93.897	75.733	7phw
7phw_unrelaxed_rank_022_alphafold2_multimer_v3_model_4_seed_001	92.272	92.461	88.875	71.326	87.345	91.543	72.732	7phw
7phw_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_001	93.06	93.46	89.712	74.967	88.547	92.997	73.747	7phw
7phw_unrelaxed_rank_010_alphafold2_multimer_v3_model_5_seed_003	93.034	93.299	89.54	73.012	88.295	92.313	76.34	7phw
7phw_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_002	92.801	93.436	89.813	73.161	88.015	92.44	73.361	7phw
7phw_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_003	92.585	92.866	89.014	69.849	87.955	91.563	76.17	7phw
7phw_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_004	93.305	93.586	90.164	73.941	89.407	93.377	78.287	7phw
7phw_unrelaxed_rank_015_alphafold2_multimer_v3_model_4_seed_004	92.372	91.999	88.938	69.912	88.203	91.793	74.928	7phw
7phw_unrelaxed_rank_008_alphafold2_multimer_v3_model_5_seed_001	92.93	93.805	89.594	74.335	87.875	93.25	72.944	7phw
7pi7_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_004	96.844	97.149	97.579	93.641	95.812	97.877	92.61	7pi7
7pi7_unrelaxed_rank_010_alphafold2_multimer_v3_model_5_seed_002	96.766	96.741	97.288	92.667	94.469	97.48	90.884	7pi7
7pi7_unrelaxed_rank_008_alphafold2_multimer_v3_model_2_seed_002	96.622	96.875	97.32	93.14	95.537	97.817	92.232	7pi7
7pi7_unrelaxed_rank_017_alphafold2_multimer_v3_model_1_seed_003	91.316	89.695	93.788	65.864	90.687	94.293	75.722	7pi7
7pi7_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_000	91.772	90.836	94.616	67.132	89.281	93.603	75.421	7pi7
7pi7_unrelaxed_rank_007_alphafold2_multimer_v3_model_2_seed_001	96.688	97.009	97.444	92.612	95.382	97.75	92.664	7pi7
7pi7_unrelaxed_rank_018_alphafold2_multimer_v3_model_1_seed_001	91.341	89.726	94.021	66.337	90.301	94.0	76.384	7pi7
7pi7_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_002	96.776	96.936	97.226	93.264	95.332	97.687	91.853	7pi7
7pi7_unrelaxed_rank_024_alphafold2_multimer_v3_model_5_seed_000	88.831	84.08	88.46	60.528	75.062	90.083	64.49	7pi7
7pi7_unrelaxed_rank_015_alphafold2_multimer_v3_model_4_seed_000	91.668	88.798	93.516	68.79	89.625	93.563	73.665	7pi7
7pi7_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_003	96.806	97.126	97.485	93.778	95.761	97.937	93.001	7pi7
7pi7_unrelaxed_rank_013_alphafold2_multimer_v3_model_4_seed_002	96.547	96.625	97.282	92.09	95.408	97.483	91.484	7pi7
7pi7_unrelaxed_rank_016_alphafold2_multimer_v3_model_4_seed_004	91.343	89.766	93.537	62.967	89.357	93.313	73.215	7pi7
7pi7_unrelaxed_rank_014_alphafold2_multimer_v3_model_1_seed_000	92.307	89.343	93.345	71.461	91.2	94.647	78.031	7pi7
7pi7_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_001	90.636	88.71	93.218	61.496	85.231	92.52	71.584	7pi7
7pi7_unrelaxed_rank_019_alphafold2_multimer_v3_model_4_seed_001	91.389	88.656	92.602	68.894	88.637	92.917	72.959	7pi7
7pi7_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000	96.845	97.095	97.594	93.742	95.962	97.897	93.439	7pi7
7pi7_unrelaxed_rank_011_alphafold2_multimer_v3_model_3_seed_003	96.734	97.079	97.384	92.223	94.961	97.333	91.688	7pi7
7pi7_unrelaxed_rank_006_alphafold2_multimer_v3_model_3_seed_004	96.864	97.212	97.522	93.102	95.344	97.523	92.367	7pi7
7pi7_unrelaxed_rank_009_alphafold2_multimer_v3_model_3_seed_002	96.855	97.117	97.539	92.926	95.188	97.397	92.509	7pi7
7pi7_unrelaxed_rank_025_alphafold2_multimer_v3_model_5_seed_001	88.735	85.548	89.744	60.57	76.215	89.607	64.559	7pi7
7pi7_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_004	96.808	97.135	97.382	93.451	95.169	97.667	91.771	7pi7
7pi7_unrelaxed_rank_020_alphafold2_multimer_v3_model_4_seed_003	90.917	89.555	93.445	61.291	88.544	93.103	73.909	7pi7
7pi7_unrelaxed_rank_012_alphafold2_multimer_v3_model_5_seed_004	96.549	96.718	97.234	92.799	94.506	97.56	89.47	7pi7
7pi7_unrelaxed_rank_023_alphafold2_multimer_v3_model_5_seed_003	89.392	84.711	88.946	60.681	74.761	90.207	64.477	7pi7
7pqy_unrelaxed_rank_017_alphafold2_multimer_v3_model_5_seed_002	95.788	93.844	94.675	82.016	97.495	95.821	94.433	7pqy
7pqy_unrelaxed_rank_012_alphafold2_multimer_v3_model_4_seed_002	95.942	94.687	95.189	83.487	97.701	95.743	94.764	7pqy
7pqy_unrelaxed_rank_023_alphafold2_multimer_v3_model_2_seed_000	94.499	92.891	94.846	72.388	97.345	93.867	93.745	7pqy
7pqy_unrelaxed_rank_018_alphafold2_multimer_v3_model_2_seed_002	95.589	94.363	94.805	81.165	97.599	95.829	94.272	7pqy
7pqy_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_001	95.791	94.213	94.983	81.475	97.664	95.93	94.678	7pqy
7pqy_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_003	96.027	94.668	95.25	82.721	97.775	96.296	94.933	7pqy
7pqy_unrelaxed_rank_014_alphafold2_multimer_v3_model_3_seed_001	95.647	94.077	95.017	79.967	97.363	95.204	94.898	7pqy
7pqy_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000	95.871	94.506	95.257	82.135	97.486	96.044	94.428	7pqy
7pqy_unrelaxed_rank_011_alphafold2_multimer_v3_model_2_seed_003	95.632	94.593	94.965	81.76	97.449	95.956	93.994	7pqy
7pqy_unrelaxed_rank_009_alphafold2_multimer_v3_model_5_seed_003	95.929	94.104	94.715	82.795	97.613	95.973	94.923	7pqy
7pqy_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_004	95.711	93.798	94.397	81.665	97.358	95.543	94.394	7pqy
7pqy_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_000	94.609	92.757	94.66	73.76	97.005	93.617	93.552	7pqy
7pqy_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_000	96.02	94.354	95.068	82.816	97.739	95.974	95.048	7pqy
7pqy_unrelaxed_rank_022_alphafold2_multimer_v3_model_5_seed_000	95.038	93.428	95.392	74.958	97.365	94.0	94.487	7pqy
7pqy_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_002	95.862	94.418	95.155	82.043	97.682	95.894	94.702	7pqy
7pqy_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_003	95.613	93.651	94.84	80.716	97.131	95.197	94.244	7pqy
7pqy_unrelaxed_rank_016_alphafold2_multimer_v3_model_4_seed_004	95.72	94.421	94.87	81.445	97.438	95.133	94.433	7pqy
7pqy_unrelaxed_rank_013_alphafold2_multimer_v3_model_3_seed_004	95.728	93.74	94.972	81.369	97.275	95.481	94.506	7pqy
7pqy_unrelaxed_rank_021_alphafold2_multimer_v3_model_2_seed_004	95.491	94.407	94.971	80.917	97.405	95.606	94.173	7pqy
7pqy_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_001	96.008	94.668	95.131	83.165	97.832	95.93	94.952	7pqy
7pqy_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_004	95.597	94.183	94.915	80.737	97.386	95.499	94.268	7pqy
7pqy_unrelaxed_rank_008_alphafold2_multimer_v3_model_5_seed_001	95.863	94.031	94.635	82.402	97.475	95.733	94.462	7pqy
7pqy_unrelaxed_rank_015_alphafold2_multimer_v3_model_3_seed_002	95.782	93.708	94.915	81.887	97.362	95.546	94.702	7pqy
7pqy_unrelaxed_rank_024_alphafold2_multimer_v3_model_2_seed_001	94.644	93.486	95.37	72.906	97.511	93.97	93.741	7pqy
7pqy_unrelaxed_rank_010_alphafold2_multimer_v3_model_4_seed_003	95.728	94.233	95.175	81.673	97.476	95.367	94.62	7pqy
7pr0_unrelaxed_rank_010_alphafold2_multimer_v3_model_1_seed_000	92.133	89.352	92.062	61.63	89.806	91.88	80.999	7pr0
7pr0_unrelaxed_rank_008_alphafold2_multimer_v3_model_1_seed_003	92.621	90.134	92.423	65.711	90.915	92.647	82.524	7pr0
7pr0_unrelaxed_rank_012_alphafold2_multimer_v3_model_5_seed_001	92.595	88.679	93.214	61.028	90.563	91.207	88.704	7pr0
7pr0_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_003	92.702	90.024	93.306	63.94	91.342	92.667	86.415	7pr0
7pr0_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_001	92.785	89.079	93.446	61.643	90.592	90.79	89.698	7pr0
7pr0_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_003	92.692	89.455	94.086	63.436	90.761	91.33	88.46	7pr0
7pr0_unrelaxed_rank_018_alphafold2_multimer_v3_model_5_seed_000	92.359	88.672	93.087	60.252	90.215	91.083	86.682	7pr0
7pr0_unrelaxed_rank_007_alphafold2_multimer_v3_model_1_seed_002	92.092	89.57	92.415	61.201	89.915	91.79	82.477	7pr0
7pr0_unrelaxed_rank_025_alphafold2_multimer_v3_model_2_seed_002	91.515	90.189	91.125	59.979	88.948	91.79	78.909	7pr0
7pr0_unrelaxed_rank_009_alphafold2_multimer_v3_model_4_seed_002	92.77	89.491	92.735	63.017	90.431	91.253	88.187	7pr0
7pr0_unrelaxed_rank_020_alphafold2_multimer_v3_model_3_seed_000	92.442	89.141	92.711	60.836	90.117	91.0	87.749	7pr0
7pr0_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_000	92.659	89.049	92.58	61.961	89.988	90.937	87.733	7pr0
7pr0_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_002	92.479	88.674	93.163	60.201	90.273	91.147	87.872	7pr0
7pr0_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_004	92.362	90.306	92.055	60.956	89.926	92.0	87.841	7pr0
7pr0_unrelaxed_rank_013_alphafold2_multimer_v3_model_3_seed_001	92.61	89.015	93.086	61.65	90.25	91.12	88.696	7pr0
7pr0_unrelaxed_rank_022_alphafold2_multimer_v3_model_2_seed_001	92.515	90.431	91.467	63.727	90.712	93.563	82.898	7pr0
7pr0_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_003	94.076	90.43	94.351	69.179	93.188	93.377	92.386	7pr0
7pr0_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_004	92.987	90.28	93.354	65.065	91.664	93.023	86.318	7pr0
7pr0_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_004	93.183	89.39	93.595	64.409	91.665	92.33	89.335	7pr0
7pr0_unrelaxed_rank_016_alphafold2_multimer_v3_model_2_seed_000	92.464	90.415	92.618	61.66	91.282	93.44	84.432	7pr0
7pr0_unrelaxed_rank_011_alphafold2_multimer_v3_model_1_seed_001	92.154	89.421	92.43	62.139	89.836	91.897	81.607	7pr0
7pr0_unrelaxed_rank_015_alphafold2_multimer_v3_model_5_seed_003	92.381	88.609	93.101	60.245	89.955	90.77	87.647	7pr0
7pr0_unrelaxed_rank_021_alphafold2_multimer_v3_model_2_seed_004	92.899	90.477	92.039	65.642	91.642	94.087	86.085	7pr0
7pr0_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_002	92.218	89.78	91.841	59.875	89.978	91.707	87.432	7pr0
7pr0_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_004	92.947	89.202	93.594	61.693	90.802	91.623	90.41	7pr0
7ps0_unrelaxed_rank_013_alphafold2_multimer_v3_model_5_seed_004	93.37	91.037	95.276	83.805	60.127	88.373	88.375	7ps0
7ps0_unrelaxed_rank_019_alphafold2_multimer_v3_model_2_seed_000	93.109	91.244	92.491	87.767	56.886	90.147	89.188	7ps0
7ps0_unrelaxed_rank_006_alphafold2_multimer_v3_model_1_seed_000	92.882	91.131	92.733	83.19	56.094	88.603	87.925	7ps0
